id,year,method,TFR
124,2018,Interpolation,1.509632
124,2019,Interpolation,1.475533
124,2020,Interpolation,1.413322
124,2021,Interpolation,1.430411
124,2022,Interpolation,1.365833
124,2023,Interpolation,1.349441
132,1950,Projection,6.497137
132,1951,Projection,6.513087
132,1952,Projection,6.546328
132,1953,Projection,6.58225
132,1954,Projection,6.620854
132,1955,Interpolation,6.662051
132,1956,Interpolation,6.705524
132,1957,Interpolation,6.750756
132,1958,Interpolation,6.796799
132,1959,Interpolation,6.842041
132,1960,Interpolation,6.88456
132,1961,Interpolation,6.922296
132,1962,Interpolation,6.953148
132,1963,Interpolation,6.97555
132,1964,Interpolation,6.988844
132,1965,Interpolation,6.993359
132,1966,Interpolation,6.990362
132,1967,Interpolation,6.981906
132,1968,Interpolation,6.969537
132,1969,Interpolation,6.953684
132,1970,Interpolation,6.934753
132,1971,Interpolation,6.912797
132,1972,Interpolation,6.886789
132,1973,Interpolation,6.855447
132,1974,Interpolation,6.817696
132,1975,Interpolation,6.771331
132,1976,Interpolation,6.713931
132,1977,Interpolation,6.644732
132,1978,Interpolation,6.56411
132,1979,Interpolation,6.473297
132,1980,Interpolation,6.374985
132,1981,Interpolation,6.272683
132,1982,Interpolation,6.169694
132,1983,Interpolation,6.06839
132,1984,Interpolation,5.969713
132,1985,Interpolation,5.920654
132,1986,Interpolation,5.809809
132,1987,Interpolation,5.680614
132,1988,Interpolation,5.552025
132,1989,Interpolation,5.452269
132,1990,Interpolation,5.360389
132,1991,Interpolation,5.261785
132,1992,Interpolation,5.123311
132,1993,Interpolation,4.953162
132,1994,Interpolation,4.723162
132,1995,Interpolation,4.493975
132,1996,Interpolation,4.257299
132,1997,Interpolation,4.052149
132,1998,Interpolation,3.897846
132,1999,Interpolation,3.726998
132,2000,Interpolation,3.545402
132,2001,Interpolation,3.365782
132,2002,Interpolation,3.192482
132,2003,Interpolation,3.033225
132,2004,Interpolation,2.900109
132,2005,Interpolation,2.726177
132,2006,Interpolation,2.555263
132,2007,Interpolation,2.408729
132,2008,Interpolation,2.298207
132,2009,Interpolation,2.245658
132,2010,Interpolation,2.329444
132,2011,Interpolation,2.328703
132,2012,Interpolation,2.153457
132,2013,Interpolation,2.067415
132,2014,Interpolation,2.030653
132,2015,Interpolation,1.968095
132,2016,Interpolation,1.966213
132,2017,Interpolation,1.929669
132,2018,Interpolation,1.80379
132,2019,Interpolation,1.698126
132,2020,Interpolation,1.590629
132,2021,Interpolation,1.55403
132,2022,Projection,1.533431
132,2023,Projection,1.521917
136,1950,Interpolation,4.380728
136,1951,Interpolation,4.460418
136,1952,Interpolation,4.542219
136,1953,Interpolation,4.642832
136,1954,Interpolation,4.606104
136,1955,Interpolation,4.52925
136,1956,Interpolation,4.485983
136,1957,Interpolation,4.46108
136,1958,Interpolation,4.434981
136,1959,Interpolation,4.618794
136,1960,Interpolation,4.713091
136,1961,Interpolation,4.780598
136,1962,Interpolation,4.792784
136,1963,Interpolation,4.6861
136,1964,Interpolation,4.410778
136,1965,Interpolation,4.158708
136,1966,Interpolation,4.077735
136,1967,Interpolation,4.044659
136,1968,Interpolation,3.991933
136,1969,Interpolation,3.522137
136,1970,Interpolation,4.661734
136,1971,Interpolation,3.464654
136,1972,Interpolation,4.88733
136,1973,Interpolation,3.562327
136,1974,Interpolation,2.957627
136,1975,Interpolation,2.715278
136,1976,Interpolation,2.528874
136,1977,Interpolation,2.412943
136,1978,Interpolation,2.365947
136,1979,Interpolation,2.368206
136,1980,Interpolation,2.405466
136,1981,Interpolation,2.384131
136,1982,Interpolation,2.008439
136,1983,Interpolation,1.832112
136,1984,Interpolation,1.790415
136,1985,Interpolation,1.752124
136,1986,Interpolation,1.691156
136,1987,Interpolation,1.581578
136,1988,Interpolation,1.630328
136,1989,Interpolation,1.754952
136,1990,Interpolation,1.78265
136,1991,Interpolation,1.846316
136,1992,Interpolation,1.726332
136,1993,Interpolation,1.668896
136,1994,Interpolation,1.660075
136,1995,Interpolation,1.673897
136,1996,Interpolation,1.690985
136,1997,Interpolation,1.701136
136,1998,Interpolation,1.702451
136,1999,Interpolation,1.707624
136,2000,Interpolation,1.706511
136,2001,Interpolation,1.69692
136,2002,Interpolation,1.681154
136,2003,Interpolation,1.672239
136,2004,Interpolation,1.671057
136,2005,Interpolation,1.664852
136,2006,Interpolation,1.665262
136,2007,Interpolation,1.680868
136,2008,Interpolation,1.702585
136,2009,Interpolation,1.722682
136,2010,Interpolation,1.694071
136,2011,Interpolation,1.637408
136,2012,Interpolation,1.531138
136,2013,Interpolation,1.444618
136,2014,Interpolation,1.334249
136,2015,Interpolation,1.268673
136,2016,Interpolation,1.231294
136,2017,Interpolation,1.22162
136,2018,Interpolation,1.27668
136,2019,Interpolation,1.50773
136,2020,Interpolation,1.553562
136,2021,Interpolation,1.550792
136,2022,Projection,1.540535
136,2023,Projection,1.530943
140,1950,Interpolation,5.930044
140,1951,Interpolation,5.928477
140,1952,Interpolation,5.927505
140,1953,Interpolation,5.919079
140,1954,Interpolation,5.919793
140,1955,Interpolation,5.915297
140,1956,Interpolation,5.926431
140,1957,Interpolation,5.927284
140,1958,Interpolation,5.929292
140,1959,Interpolation,5.939497
140,1960,Interpolation,5.947841
140,1961,Interpolation,5.958052
140,1962,Interpolation,5.969647
140,1963,Interpolation,5.985108
140,1964,Interpolation,6.005346
140,1965,Interpolation,6.02801
140,1966,Interpolation,6.056721
140,1967,Interpolation,6.075729
140,1968,Interpolation,6.100743
140,1969,Interpolation,6.06312
140,1970,Interpolation,6.027309
140,1971,Interpolation,5.992739
140,1972,Interpolation,5.959093
140,1973,Interpolation,5.92539
140,1974,Interpolation,5.899043
140,1975,Interpolation,5.877076
140,1976,Interpolation,5.935526
140,1977,Interpolation,5.986095
140,1978,Interpolation,6.039337
140,1979,Interpolation,6.090088
140,1980,Interpolation,6.130169
140,1981,Interpolation,6.167318
140,1982,Interpolation,6.160245
140,1983,Interpolation,6.150862
140,1984,Interpolation,6.137722
140,1985,Interpolation,6.119094
140,1986,Interpolation,6.10628
140,1987,Interpolation,6.120067
140,1988,Interpolation,6.09757
140,1989,Interpolation,6.073356
140,1990,Interpolation,6.049415
140,1991,Interpolation,6.030207
140,1992,Interpolation,5.963864
140,1993,Interpolation,5.926223
140,1994,Interpolation,5.91919
140,1995,Interpolation,5.94265
140,1996,Interpolation,5.963308
140,1997,Interpolation,5.923554
140,1998,Interpolation,5.888686
140,1999,Interpolation,5.8746
140,2000,Interpolation,5.850888
140,2001,Interpolation,5.80743
140,2002,Interpolation,5.785391
140,2003,Interpolation,5.798596
140,2004,Interpolation,5.783763
140,2005,Interpolation,5.81201
140,2006,Interpolation,5.840491
140,2007,Interpolation,5.866752
140,2008,Interpolation,5.90245
140,2009,Interpolation,5.936276
140,2010,Interpolation,5.963052
140,2011,Interpolation,6.00863
140,2012,Interpolation,6.046503
140,2013,Interpolation,6.074666
140,2014,Interpolation,6.099002
140,2015,Interpolation,6.126214
140,2016,Interpolation,6.12647
140,2017,Interpolation,6.127243
140,2018,Interpolation,6.107593
140,2019,Interpolation,6.08968
140,2020,Projection,6.058718
140,2021,Projection,6.052196
140,2022,Projection,6.022907
140,2023,Projection,6.011735
144,1950,Interpolation,5.461982
144,1951,Interpolation,5.461
144,1952,Interpolation,5.430681
144,1953,Interpolation,5.393223
144,1954,Interpolation,5.35041
144,1955,Interpolation,5.307998
144,1956,Interpolation,5.262308
144,1957,Interpolation,5.33665
144,1958,Interpolation,5.40375
144,1959,Interpolation,5.414166
144,1960,Interpolation,5.351681
144,1961,Interpolation,5.239512
144,1962,Interpolation,5.177282
144,1963,Interpolation,5.117738
144,1964,Interpolation,5.056929
144,1965,Interpolation,4.93446
144,1966,Interpolation,4.828296
144,1967,Interpolation,4.787319
144,1968,Interpolation,4.658269
144,1969,Interpolation,4.499121
144,1970,Interpolation,4.386767
144,1971,Interpolation,4.266125
144,1972,Interpolation,4.15575
144,1973,Interpolation,4.001083
144,1974,Interpolation,3.854563
144,1975,Interpolation,3.815934
144,1976,Interpolation,3.782722
144,1977,Interpolation,3.741371
144,1978,Interpolation,3.81029
144,1979,Interpolation,3.821763
144,1980,Interpolation,3.724602
144,1981,Interpolation,3.648714
144,1982,Interpolation,3.319757
144,1983,Interpolation,3.114313
144,1984,Interpolation,3.006248
144,1985,Interpolation,2.894562
144,1986,Interpolation,2.742595
144,1987,Interpolation,2.643967
144,1988,Interpolation,2.565147
144,1989,Interpolation,2.578003
144,1990,Interpolation,2.540641
144,1991,Interpolation,2.51412
144,1992,Interpolation,2.486895
144,1993,Interpolation,2.437911
144,1994,Interpolation,2.405263
144,1995,Interpolation,2.352905
144,1996,Interpolation,2.285191
144,1997,Interpolation,2.215365
144,1998,Interpolation,2.136125
144,1999,Interpolation,2.142197
144,2000,Interpolation,2.213114
144,2001,Interpolation,2.282579
144,2002,Interpolation,2.310443
144,2003,Interpolation,2.300968
144,2004,Interpolation,2.271321
144,2005,Interpolation,2.263018
144,2006,Interpolation,2.291761
144,2007,Interpolation,2.295051
144,2008,Interpolation,2.231852
144,2009,Interpolation,2.178778
144,2010,Interpolation,2.134128
144,2011,Interpolation,2.144368
144,2012,Interpolation,2.1727
144,2013,Interpolation,2.177735
144,2014,Interpolation,2.134338
144,2015,Interpolation,2.089983
144,2016,Projection,2.062089
144,2017,Projection,2.04398
144,2018,Projection,2.03345
144,2019,Projection,2.021632
144,2020,Projection,2.006987
144,2021,Projection,1.995258
144,2022,Projection,1.984114
144,2023,Projection,1.973686
148,1950,Interpolation,6.061881
148,1951,Interpolation,6.071197
148,1952,Interpolation,6.090043
148,1953,Interpolation,6.109316
148,1954,Interpolation,6.129017
148,1955,Interpolation,6.149102
148,1956,Interpolation,6.169444
148,1957,Interpolation,6.189957
148,1958,Interpolation,6.210428
148,1959,Interpolation,6.230427
148,1960,Interpolation,6.249573
148,1961,Interpolation,6.267606
148,1962,Interpolation,6.284528
148,1963,Interpolation,6.300851
148,1964,Interpolation,6.317645
148,1965,Interpolation,6.337097
148,1966,Interpolation,6.361761
148,1967,Interpolation,6.393116
148,1968,Interpolation,6.431679
148,1969,Interpolation,6.477022
148,1970,Interpolation,6.527725
148,1971,Interpolation,6.58156
148,1972,Interpolation,6.850391
148,1973,Interpolation,6.868682
148,1974,Interpolation,6.864234
148,1975,Interpolation,6.875553
148,1976,Interpolation,6.89316
148,1977,Interpolation,6.895546
148,1978,Interpolation,6.890998
148,1979,Interpolation,6.905385
148,1980,Interpolation,6.907825
148,1981,Interpolation,6.94153
148,1982,Interpolation,6.961249
148,1983,Interpolation,6.979028
148,1984,Interpolation,7.015438
148,1985,Interpolation,7.036792
148,1986,Interpolation,7.067419
148,1987,Interpolation,7.104522
148,1988,Interpolation,7.153999
148,1989,Interpolation,7.186273
148,1990,Interpolation,7.21924
148,1991,Interpolation,7.261427
148,1992,Interpolation,7.296424
148,1993,Interpolation,7.336814
148,1994,Interpolation,7.310133
148,1995,Interpolation,7.289561
148,1996,Interpolation,7.292207
148,1997,Interpolation,7.274127
148,1998,Interpolation,7.2665
148,1999,Interpolation,7.261951
148,2000,Interpolation,7.248728
148,2001,Interpolation,7.231461
148,2002,Interpolation,7.201375
148,2003,Interpolation,7.178816
148,2004,Interpolation,7.160046
148,2005,Interpolation,7.134335
148,2006,Interpolation,7.117887
148,2007,Interpolation,7.091824
148,2008,Interpolation,7.063369
148,2009,Interpolation,7.020538
148,2010,Interpolation,6.99
148,2011,Interpolation,6.94806
148,2012,Interpolation,6.905483
148,2013,Interpolation,6.838711
148,2014,Interpolation,6.780812
148,2015,Interpolation,6.70649
148,2016,Interpolation,6.623387
148,2017,Interpolation,6.537124
148,2018,Interpolation,6.463755
148,2019,Interpolation,6.411845
148,2020,Projection,6.346418
148,2021,Projection,6.254855
148,2022,Projection,6.215226
148,2023,Projection,6.120311
152,1950,Interpolation,4.836051
152,1951,Interpolation,4.802838
152,1952,Interpolation,4.779756
152,1953,Interpolation,4.78616
152,1954,Interpolation,4.769581
152,1955,Interpolation,4.777366
152,1956,Interpolation,4.794622
152,1957,Interpolation,4.77406
152,1958,Interpolation,4.75345
152,1959,Interpolation,4.728395
152,1960,Interpolation,4.696515
152,1961,Interpolation,4.655335
152,1962,Interpolation,4.60245
152,1963,Interpolation,4.53631
152,1964,Interpolation,4.456665
152,1965,Interpolation,4.363738
152,1966,Interpolation,4.258635
152,1967,Interpolation,4.14449
152,1968,Interpolation,4.024675
152,1969,Interpolation,3.901753
152,1970,Interpolation,3.777676
152,1971,Interpolation,3.653637
152,1972,Interpolation,3.530445
152,1973,Interpolation,3.409458
152,1974,Interpolation,3.292706
152,1975,Interpolation,3.18179
152,1976,Interpolation,3.077674
152,1977,Interpolation,2.980782
152,1978,Interpolation,2.891875
152,1979,Interpolation,2.812233
152,1980,Interpolation,2.744011
152,1981,Interpolation,2.689278
152,1982,Interpolation,2.648005
152,1983,Interpolation,2.619095
152,1984,Interpolation,2.600923
152,1985,Interpolation,2.591681
152,1986,Interpolation,2.589272
152,1987,Interpolation,2.590377
152,1988,Interpolation,2.591294
152,1989,Interpolation,2.588702
152,1990,Interpolation,2.578674
152,1991,Interpolation,2.557966
152,1992,Interpolation,2.478385
152,1993,Interpolation,2.430348
152,1994,Interpolation,2.376784
152,1995,Interpolation,2.353061
152,1996,Interpolation,2.284397
152,1997,Interpolation,2.202356
152,1998,Interpolation,2.148672
152,1999,Interpolation,2.073846
152,2000,Interpolation,2.045556
152,2001,Interpolation,2.006956
152,2002,Interpolation,1.934108
152,2003,Interpolation,1.885038
152,2004,Interpolation,1.843924
152,2005,Interpolation,1.824762
152,2006,Interpolation,1.797554
152,2007,Interpolation,1.826017
152,2008,Interpolation,1.849526
152,2009,Interpolation,1.855374
152,2010,Interpolation,1.844083
152,2011,Interpolation,1.822598
152,2012,Interpolation,1.797957
152,2013,Interpolation,1.785873
152,2014,Interpolation,1.774485
152,2015,Interpolation,1.737312
152,2016,Interpolation,1.685535
152,2017,Interpolation,1.562528
152,2018,Interpolation,1.543236
152,2019,Interpolation,1.43001
152,2020,Interpolation,1.30702
152,2021,Interpolation,1.175904
152,2022,Interpolation,1.255162
152,2023,Interpolation,1.16706
156,1950,Interpolation,5.813
156,1951,Interpolation,5.699
156,1952,Interpolation,6.472
156,1953,Interpolation,6.042
156,1954,Interpolation,6.278
156,1955,Interpolation,6.263
156,1956,Interpolation,5.854
156,1957,Interpolation,6.425
156,1958,Interpolation,5.698
156,1959,Interpolation,4.718
156,1960,Interpolation,4.451
156,1961,Interpolation,3.863
156,1962,Interpolation,6.085
156,1963,Interpolation,7.513
156,1964,Interpolation,6.672
156,1965,Interpolation,6.605
156,1966,Interpolation,6.307
156,1967,Interpolation,5.806
156,1968,Interpolation,6.508
156,1969,Interpolation,6.175
156,1970,Interpolation,6.085
156,1971,Interpolation,5.523
156,1972,Interpolation,5.112
156,1973,Interpolation,4.726
156,1974,Interpolation,4.17
156,1975,Interpolation,3.571
156,1976,Interpolation,3.235
156,1977,Interpolation,2.844
156,1978,Interpolation,2.716
156,1979,Interpolation,2.745
156,1980,Interpolation,2.739
156,1981,Interpolation,2.792
156,1982,Interpolation,2.972
156,1983,Interpolation,2.559
156,1984,Interpolation,2.607
156,1985,Interpolation,2.632997
156,1986,Interpolation,2.720935
156,1987,Interpolation,2.75968
156,1988,Interpolation,2.53946
156,1989,Interpolation,2.5204
156,1990,Interpolation,2.514
156,1991,Interpolation,1.933956
156,1992,Interpolation,1.776025
156,1993,Interpolation,1.690912
156,1994,Interpolation,1.628495
156,1995,Interpolation,1.588453
156,1996,Interpolation,1.554231
156,1997,Interpolation,1.527036
156,1998,Interpolation,1.52243
156,1999,Interpolation,1.530172
156,2000,Interpolation,1.628053
156,2001,Interpolation,1.562909
156,2002,Interpolation,1.565783
156,2003,Interpolation,1.569671
156,2004,Interpolation,1.604979
156,2005,Interpolation,1.62382
156,2006,Interpolation,1.6441
156,2007,Interpolation,1.665998
156,2008,Interpolation,1.700515
156,2009,Interpolation,1.714162
156,2010,Interpolation,1.686548
156,2011,Interpolation,1.668272
156,2012,Interpolation,1.798379
156,2013,Interpolation,1.714028
156,2014,Interpolation,1.769427
156,2015,Interpolation,1.669555
156,2016,Interpolation,1.771931
156,2017,Interpolation,1.795339
156,2018,Interpolation,1.538705
156,2019,Interpolation,1.496117
156,2020,Interpolation,1.235682
156,2021,Interpolation,1.11744
156,2022,Projection,1.034399
156,2023,Projection,0.999488
158,1950,Interpolation,6.48065
158,1951,Interpolation,6.636733
158,1952,Interpolation,6.686655
158,1953,Interpolation,6.681332
158,1954,Interpolation,6.65628
158,1955,Interpolation,6.585513
158,1956,Interpolation,6.489374
158,1957,Interpolation,6.33446
158,1958,Interpolation,6.15408
158,1959,Interpolation,5.942012
158,1960,Interpolation,5.786751
158,1961,Interpolation,5.665573
158,1962,Interpolation,5.534948
158,1963,Interpolation,5.38655
158,1964,Interpolation,5.20236
158,1965,Interpolation,4.993639
158,1966,Interpolation,4.778072
158,1967,Interpolation,4.534332
158,1968,Interpolation,4.369533
158,1969,Interpolation,4.183809
158,1970,Interpolation,3.975542
158,1971,Interpolation,3.723258
158,1972,Interpolation,3.436136
158,1973,Interpolation,3.249327
158,1974,Interpolation,3.088595
158,1975,Interpolation,2.972556
158,1976,Interpolation,3.004066
158,1977,Interpolation,2.73829
158,1978,Interpolation,2.679938
158,1979,Interpolation,2.64472
158,1980,Interpolation,2.529748
158,1981,Interpolation,2.452715
158,1982,Interpolation,2.32654
158,1983,Interpolation,2.178974
158,1984,Interpolation,2.045531
158,1985,Interpolation,1.883924
158,1986,Interpolation,1.719858
158,1987,Interpolation,1.714728
158,1988,Interpolation,1.803112
158,1989,Interpolation,1.742524
158,1990,Interpolation,1.78742
158,1991,Interpolation,1.746141
158,1992,Interpolation,1.74441
158,1993,Interpolation,1.767238
158,1994,Interpolation,1.770973
158,1995,Interpolation,1.781829
158,1996,Interpolation,1.77911
158,1997,Interpolation,1.735967
158,1998,Interpolation,1.540655
158,1999,Interpolation,1.532811
158,2000,Interpolation,1.47182
158,2001,Interpolation,1.403967
158,2002,Interpolation,1.326696
158,2003,Interpolation,1.248378
158,2004,Interpolation,1.184966
158,2005,Interpolation,1.133188
158,2006,Interpolation,1.118349
158,2007,Interpolation,1.102206
158,2008,Interpolation,1.062372
158,2009,Interpolation,1.005298
158,2010,Interpolation,0.916133
158,2011,Interpolation,1.058598
158,2012,Interpolation,1.187678
158,2013,Interpolation,1.129591
158,2014,Interpolation,1.161913
158,2015,Interpolation,1.184837
158,2016,Interpolation,1.17124
158,2017,Interpolation,1.12059
158,2018,Interpolation,1.075098
158,2019,Interpolation,1.044538
158,2020,Interpolation,0.99
158,2021,Interpolation,0.975
158,2022,Interpolation,0.87
158,2023,Projection,0.87
170,1950,Interpolation,6.40956
170,1951,Interpolation,6.436143
170,1952,Interpolation,6.487835
170,1953,Interpolation,6.536583
170,1954,Interpolation,6.582385
170,1955,Interpolation,6.625015
170,1956,Interpolation,6.663658
170,1957,Interpolation,6.697063
170,1958,Interpolation,6.7229
170,1959,Interpolation,6.737173
170,1960,Interpolation,6.735183
170,1961,Interpolation,6.711988
170,1962,Interpolation,6.662685
170,1963,Interpolation,6.58391
170,1964,Interpolation,6.474725
170,1965,Interpolation,6.333222
170,1966,Interpolation,6.158695
170,1967,Interpolation,5.95705
170,1968,Interpolation,5.73667
170,1969,Interpolation,5.505805
170,1970,Interpolation,5.275585
170,1971,Interpolation,5.057115
170,1972,Interpolation,4.85709
170,1973,Interpolation,4.67978
170,1974,Interpolation,4.52731
170,1975,Interpolation,4.397637
170,1976,Interpolation,4.28479
170,1977,Interpolation,4.163318
170,1978,Interpolation,3.997576
170,1979,Interpolation,3.888209
170,1980,Interpolation,3.798279
170,1981,Interpolation,3.706384
170,1982,Interpolation,3.618228
170,1983,Interpolation,3.500692
170,1984,Interpolation,3.349533
170,1985,Interpolation,3.224677
170,1986,Interpolation,3.147189
170,1987,Interpolation,3.087397
170,1988,Interpolation,3.03933
170,1989,Interpolation,3.012295
170,1990,Interpolation,2.995145
170,1991,Interpolation,2.981611
170,1992,Interpolation,2.982589
170,1993,Interpolation,2.97789
170,1994,Interpolation,2.937261
170,1995,Interpolation,2.849582
170,1996,Interpolation,2.768187
170,1997,Interpolation,2.742751
170,1998,Interpolation,2.716564
170,1999,Interpolation,2.636922
170,2000,Interpolation,2.573662
170,2001,Interpolation,2.52157
170,2002,Interpolation,2.488924
170,2003,Interpolation,2.449651
170,2004,Interpolation,2.383542
170,2005,Interpolation,2.308728
170,2006,Interpolation,2.241215
170,2007,Interpolation,2.195181
170,2008,Interpolation,2.155352
170,2009,Interpolation,2.095901
170,2010,Interpolation,2.01024
170,2011,Interpolation,1.938092
170,2012,Interpolation,1.899043
170,2013,Interpolation,1.860226
170,2014,Interpolation,1.822044
170,2015,Interpolation,1.770651
170,2016,Interpolation,1.71939
170,2017,Interpolation,1.716777
170,2018,Interpolation,1.714549
170,2019,Interpolation,1.710336
170,2020,Interpolation,1.69369
170,2021,Interpolation,1.680496
170,2022,Interpolation,1.663197
170,2023,Projection,1.645226
174,1950,Interpolation,5.68629
174,1951,Interpolation,5.77108
174,1952,Interpolation,5.934298
174,1953,Interpolation,6.08479
174,1954,Interpolation,6.222556
174,1955,Interpolation,6.347621
174,1956,Interpolation,6.460092
174,1957,Interpolation,6.560207
174,1958,Interpolation,6.648375
174,1959,Interpolation,6.725255
174,1960,Interpolation,6.791704
174,1961,Interpolation,6.84872
174,1962,Interpolation,6.897469
174,1963,Interpolation,6.915629
174,1964,Interpolation,6.937708
174,1965,Interpolation,6.96656
174,1966,Interpolation,7.000935
174,1967,Interpolation,7.020368
174,1968,Interpolation,7.051382
174,1969,Interpolation,7.073102
174,1970,Interpolation,7.098535
174,1971,Interpolation,7.116457
174,1972,Interpolation,7.142042
174,1973,Interpolation,7.164777
174,1974,Interpolation,7.163107
174,1975,Interpolation,7.16247
174,1976,Interpolation,7.159498
174,1977,Interpolation,7.150341
174,1978,Interpolation,7.154865
174,1979,Interpolation,7.162167
174,1980,Interpolation,7.153793
174,1981,Interpolation,7.143431
174,1982,Interpolation,7.134249
174,1983,Interpolation,7.110135
174,1984,Interpolation,7.072431
174,1985,Interpolation,7.021035
174,1986,Interpolation,6.953455
174,1987,Interpolation,6.870476
174,1988,Interpolation,6.764054
174,1989,Interpolation,6.645951
174,1990,Interpolation,6.504582
174,1991,Interpolation,6.353921
174,1992,Interpolation,6.186201
174,1993,Interpolation,6.021617
174,1994,Interpolation,5.864358
174,1995,Interpolation,5.730135
174,1996,Interpolation,5.626996
174,1997,Interpolation,5.513223
174,1998,Interpolation,5.391551
174,1999,Interpolation,5.280168
174,2000,Interpolation,5.226511
174,2001,Interpolation,5.195205
174,2002,Interpolation,5.155326
174,2003,Interpolation,5.114748
174,2004,Interpolation,5.065197
174,2005,Interpolation,5.01217
174,2006,Interpolation,4.934458
174,2007,Interpolation,4.859334
174,2008,Interpolation,4.805397
174,2009,Interpolation,4.778451
174,2010,Interpolation,4.754749
174,2011,Interpolation,4.72231
174,2012,Interpolation,4.651797
174,2013,Interpolation,4.571715
174,2014,Interpolation,4.4885
174,2015,Interpolation,4.420235
174,2016,Interpolation,4.34831
174,2017,Interpolation,4.277759
174,2018,Projection,4.208243
174,2019,Projection,4.137613
174,2020,Projection,4.071403
174,2021,Projection,3.998946
174,2022,Projection,3.934598
174,2023,Projection,3.877906
175,1950,Interpolation,6.863806
175,1951,Interpolation,6.873347
175,1952,Interpolation,6.874772
175,1953,Interpolation,6.865275
175,1954,Interpolation,6.866793
175,1955,Interpolation,6.867312
175,1956,Interpolation,6.859216
175,1957,Interpolation,6.886575
175,1958,Interpolation,6.920857
175,1959,Interpolation,6.949975
175,1960,Interpolation,6.984867
175,1961,Interpolation,7.010112
175,1962,Interpolation,7.034655
175,1963,Interpolation,7.057174
175,1964,Interpolation,7.080685
175,1965,Interpolation,7.114844
175,1966,Interpolation,7.137725
175,1967,Interpolation,7.196772
175,1968,Interpolation,7.251472
175,1969,Interpolation,7.305472
175,1970,Interpolation,7.367772
175,1971,Interpolation,7.421069
175,1972,Interpolation,7.451364
175,1973,Interpolation,7.47762
175,1974,Interpolation,7.495613
175,1975,Interpolation,7.532907
175,1976,Interpolation,7.521292
175,1977,Interpolation,7.50712
175,1978,Interpolation,7.480386
175,1979,Interpolation,7.414572
175,1980,Interpolation,7.322934
175,1981,Interpolation,7.215192
175,1982,Interpolation,7.096358
175,1983,Interpolation,6.967296
175,1984,Interpolation,6.831759
175,1985,Interpolation,6.68758
175,1986,Interpolation,6.560807
175,1987,Interpolation,6.430321
175,1988,Interpolation,6.307264
175,1989,Interpolation,6.177701
175,1990,Interpolation,6.051169
175,1991,Interpolation,5.948263
175,1992,Interpolation,5.850349
175,1993,Interpolation,5.755902
175,1994,Interpolation,5.669797
175,1995,Interpolation,5.587934
175,1996,Interpolation,5.51345
175,1997,Interpolation,5.391955
175,1998,Interpolation,5.255792
175,1999,Interpolation,5.111205
175,2000,Interpolation,4.964262
175,2001,Interpolation,4.810543
175,2002,Interpolation,4.660045
175,2003,Interpolation,4.533832
175,2004,Interpolation,4.447521
175,2005,Interpolation,4.502349
175,2006,Interpolation,4.506341
175,2007,Interpolation,4.493126
175,2008,Interpolation,4.474724
175,2009,Interpolation,4.463161
175,2010,Interpolation,4.432744
175,2011,Interpolation,4.390722
175,2012,Interpolation,4.362307
175,2013,Interpolation,4.433223
175,2014,Interpolation,4.534155
175,2015,Interpolation,4.674958
175,2016,Interpolation,4.704099
175,2017,Interpolation,4.660452
175,2018,Interpolation,4.66
175,2019,Interpolation,4.58
175,2020,Interpolation,4.17
175,2021,Interpolation,4.66
175,2022,Interpolation,4.661281
175,2023,Projection,4.616273
178,1950,Interpolation,6.064951
178,1951,Interpolation,6.066545
178,1952,Interpolation,6.063427
178,1953,Interpolation,6.063432
178,1954,Interpolation,6.054265
178,1955,Interpolation,6.064625
178,1956,Interpolation,6.069141
178,1957,Interpolation,6.069024
178,1958,Interpolation,6.087432
178,1959,Interpolation,6.090713
178,1960,Interpolation,6.084815
178,1961,Interpolation,6.092542
178,1962,Interpolation,6.098966
178,1963,Interpolation,6.146614
178,1964,Interpolation,6.18315
178,1965,Interpolation,6.228627
178,1966,Interpolation,6.266776
178,1967,Interpolation,6.290276
178,1968,Interpolation,6.326996
178,1969,Interpolation,6.350067
178,1970,Interpolation,6.376265
178,1971,Interpolation,6.415606
178,1972,Interpolation,6.444383
178,1973,Interpolation,6.419718
178,1974,Interpolation,6.390469
178,1975,Interpolation,6.355539
178,1976,Interpolation,6.316613
178,1977,Interpolation,6.270673
178,1978,Interpolation,6.209834
178,1979,Interpolation,6.14337
178,1980,Interpolation,6.064765
178,1981,Interpolation,5.983589
178,1982,Interpolation,5.849941
178,1983,Interpolation,5.757553
178,1984,Interpolation,5.657745
178,1985,Interpolation,5.586638
178,1986,Interpolation,5.513868
178,1987,Interpolation,5.457621
178,1988,Interpolation,5.391953
178,1989,Interpolation,5.327297
178,1990,Interpolation,5.26649
178,1991,Interpolation,5.220841
178,1992,Interpolation,5.176561
178,1993,Interpolation,5.133638
178,1994,Interpolation,5.102603
178,1995,Interpolation,5.068269
178,1996,Interpolation,5.033036
178,1997,Interpolation,4.9971
178,1998,Interpolation,4.908658
178,1999,Interpolation,4.804627
178,2000,Interpolation,4.724239
178,2001,Interpolation,4.669924
178,2002,Interpolation,4.696695
178,2003,Interpolation,4.695514
178,2004,Interpolation,4.690434
178,2005,Interpolation,4.668933
178,2006,Interpolation,4.650553
178,2007,Interpolation,4.648618
178,2008,Interpolation,4.726318
178,2009,Interpolation,4.808486
178,2010,Interpolation,4.850703
