id,model,n,rmse,smape,rmsse,crps,coverage_90,mpiw_90,mis_90,coverage_80,mpiw_80,mis_80
662,NaiveDrift,12,0.3271939438884722,24.4710608012101,0.7299437030620879,,0.0,,,0.0,,
670,NeuralTFR,13,0.16512952436571526,6.526596447452631,0.25081398184139275,0.0835755168703886,100.0,0.722182924930866,0.722182924930866,69.23076923076923,0.5347499755712656,0.6447028471873357
670,BayesTFR,13,0.12119768383180199,5.073093292456759,0.1840862425333782,0.06482002217718064,100.0,0.6339799764937054,0.6339799764937054,100.0,0.48897564592644077,0.48897564592644077
670,NaiveDrift,13,0.13237829995695208,5.554290323306107,0.20106839554665973,,0.0,,,0.0,,
678,NeuralTFR,12,0.11845893776747787,2.4892754607405574,0.21085338259391528,0.09136686623096464,100.0,1.3951339721679688,1.3951339721679688,100.0,1.0206454197565715,1.0206454197565715
678,BayesTFR,12,0.14547842741383407,2.9724493995381485,0.2589472697692196,0.10463652896350552,100.0,1.454403973624246,1.454403973624246,100.0,1.141789711219676,1.141789711219676
678,NaiveDrift,12,0.2307230152523179,4.538397036651825,0.4106800983114583,,0.0,,,0.0,,
682,NeuralTFR,14,0.11532649314873161,3.642687117839646,0.21923982508153603,0.07308404990604943,100.0,1.0269385065351213,1.0269385065351213,100.0,0.7422999313899449,0.7422999313899449
682,BayesTFR,14,0.12418378918572989,3.883795230505381,0.23607786446718299,0.07689391345542032,100.0,0.98860750989787,0.98860750989787,100.0,0.7720417059345779,0.7720417059345779
682,NaiveDrift,14,1.0083291269834973,47.786248648852904,1.916870056383148,,0.0,,,0.0,,
686,NeuralTFR,12,0.28589398918580994,5.183002994156875,2.2273603879538655,0.15009266463642953,100.0,1.5279413064320881,1.5279413064320881,100.0,1.1240613261858623,1.1240613261858623
686,BayesTFR,12,0.13129732634321162,1.9076565469262772,1.0229192456055891,0.0985495216172428,100.0,1.7066933651075218,1.7066933651075218,100.0,1.3402633771156574,1.3402633771156574
686,NaiveDrift,12,0.39537159298487906,6.5764160528436815,3.0802852037731734,,0.0,,,0.0,,
688,NeuralTFR,15,0.12412639723237288,7.004953526416182,0.9088170428957391,0.06285228897730509,100.0,0.5919221242268881,0.5919221242268881,100.0,0.46418517430623374,0.46418517430623374
688,BayesTFR,15,0.06217310540141096,3.693148767707458,0.4552132266658493,0.03868270273443422,100.0,0.4472829614596673,0.4472829614596673,100.0,0.34102390215522,0.34102390215522
688,NaiveDrift,15,0.2104359866533104,12.703175061901232,1.5407505202223835,,0.0,,,0.0,,
690,NeuralTFR,9,0.3592145432011395,15.679181620287956,1.3240767252194559,0.21625710484054356,55.55555555555556,0.675937294960022,1.540003842777676,11.11111111111111,0.4847906033198039,1.7679874764548407
690,BayesTFR,9,0.24743420426629117,10.551943231657743,0.9120506869588054,0.13684945450419508,66.66666666666666,0.5588370681849599,1.0356896703473877,44.44444444444444,0.44095385412741883,0.9296012958278173
690,NaiveDrift,9,0.13653124253758653,5.708130537041435,0.503258690191966,,0.0,,,0.0,,
694,NeuralTFR,12,0.3756020356633035,7.37271379106021,3.23053005715017,0.1930940760025459,100.0,1.5085633993148804,1.5085633993148804,83.33333333333334,1.1264115571975708,1.1998348533697307
694,BayesTFR,12,0.13487185503089869,2.4297308837484874,1.1600245477143654,0.10624373506188978,100.0,1.701711660082091,1.701711660082091,100.0,1.308120687274713,1.308120687274713
694,NaiveDrift,12,0.37760476701491313,7.3330296965337896,3.2477554265929793,,0.0,,,0.0,,
